English;cleanedEnglish;Positiv;Negativ;Wut;Vorfreude;Ekel;Furcht;Freude;Traurigkeit;Ueberraschung;Vertrauen;;;;;;;;;;
essbar;essbar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Edikt;Edikt;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Erbauung;Erbauung;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Gebäude;Gebaeude;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bearbeiten;bearbeiten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausgabe Ausgabe;Ausgabe Ausgabe;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
Editor;Editor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
redaktionell;redaktionell;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erziehen;erziehen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gebildet;gebildet;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausbildung;Ausbildung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
lehrreich;lehrreich;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Aal;Aal;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;
Wirkung;Wirkung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wirksam;Wirksam;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Auswirkungen;Auswirkungen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wirksam;wirksam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wirksam;wirksam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bewirken;bewirken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
weibisch;weibisch;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
wirksam;wirksam;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wirksamkeit;Wirksamkeit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Effizienz;Effizienz;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
effizient;effizient;1;0;0;1;0;0;0;0;0;1;;;;;;;;;;
Bildnis;Bildnis;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;
Anstrengung;Anstrengung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erguss;Erguss;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ei;Ei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ego;Ego;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
egoistisch;egoistisch;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
ungeheuerlich;ungeheuerlich;0;1;1;0;1;0;0;0;0;0;;;;;;;;;;
aussteigen;aussteigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
achte;achte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
achtzig;achtzig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ejakulieren;ejakulieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ejakulation;Ejakulation;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
auswerfen;auswerfen;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Auswurf;Auswurf;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
erarbeiten;erarbeiten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausarbeitung;Ausarbeitung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elan;Elan;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verstreichen;verstreichen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
abgelaufen;abgelaufen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elastisch;elastisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elastizität;Elastizitaet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
begeistert;begeistert;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Ellbogen;Ellbogen;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;
Feld;Feld;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ältere;aeltere;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Alten;Alten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Älteste;Aelteste;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
älteste;aelteste;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
wählen;waehlen;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Wahl;Wahl;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kurfürst;Kurfuerst;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Wählerschaft;Waehlerschaft;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
elektrisch;elektrisch;1;0;0;0;0;0;1;0;1;0;;;;;;;;;;
Elektrizität;Elektrizitaet;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eleganz;Eleganz;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
elegant;elegant;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
Element;Element;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elementar;elementar;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elemente;Elemente;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elefant;Elefant;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erheben;erheben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elevation;Elevation;1;0;0;1;0;1;1;0;0;1;;;;;;;;;;
Aufzug;Aufzug;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elf;elf;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elfte;elfte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Elf;Elf;0;0;1;0;1;1;0;0;0;0;;;;;;;;;;
entlocken;entlocken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
berechtigt;berechtigt;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beseitigung;Beseitigung;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Elite;Elite;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Elch;Elch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ell;Ell;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ellipse;Ellipse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ellipse;Ellipse;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ellipsoid;Ellipsoid;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elliptisch;elliptisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
elliptisch;elliptisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verlängert;verlaengert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verlängerung;Verlaengerung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beredsamkeit;Beredsamkeit;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beredt;beredt;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
aufklären;aufklaeren;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Aufklärung;Aufklaerung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
entgehen;entgehen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schwer fassbar;schwer fassbar;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;
abgemagert;abgemagert;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
ausgehen;ausgehen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emanzipation;Emanzipation;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
Damm;Damm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Embargo;Embargo;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
einsteigen;einsteigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
in Verlegenheit bringen;in Verlegenheit bringen;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
peinlich;peinlich;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Verlegenheit;Verlegenheit;0;1;0;0;0;1;0;1;1;0;;;;;;;;;;
Botschaft;Botschaft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einbetten;einbetten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verschönern;verschoenern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verschönerung;Verschoenerung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Glut;Glut;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Unterschlagung;Unterschlagung;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Emblem;Emblem;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
emblematisch;emblematisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Verkörperung;Verkoerperung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Embolie;Embolie;0;1;0;0;0;1;0;1;0;0;;;;;;;;;;
geprägt;gepraegt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umarmung;Umarmung;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
gestickt;gestickt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Stickerei;Stickerei;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verwickelt;verwickelt;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Embryo;Embryo;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
embryonal;embryonal;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Smaragd;Smaragd;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
auftauchen;auftauchen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Entstehung;Entstehung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Notfall;Notfall;0;1;0;0;0;1;0;1;1;0;;;;;;;;;;
Emeritus;Emeritus;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
auswandern;auswandern;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Auswanderung;Auswanderung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eminenz;Eminenz;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
herausragend;herausragend;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
hervorragend;hervorragend;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emir;Emir;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emission;Emission;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
emittieren;emittieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emotion;Emotion;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
emotional;emotional;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
emotional;emotional;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Empathie;Empathie;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kaiser Kaiser;Kaiser Kaiser;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hervorhebung;Hervorhebung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
betonen;betonen;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
nachdrücklich;nachdruecklich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Reich;Reich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
empirisch;empirisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Empirismus;Empirismus;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beschäftigen;beschaeftigen;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Arbeitgeber;Arbeitgeber;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Beschäftigung;Beschaeftigung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emporium;Emporium;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ermächtigen;ermaechtigen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Kaiserin;Kaiserin;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Leere;Leere;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;
Befreiung;Befreiung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
leer;leer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
emulieren;emulieren;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emulsion;Emulsion;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ermöglichen;ermoeglichen;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Befähigung;Befaehigung;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
erlassen;erlassen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erlass;Erlass;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Emaille;Emaille;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Lager;Lager;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verzaubern;verzaubern;1;0;0;1;0;0;1;0;1;0;;;;;;;;;;
verzaubert;verzaubert;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
zauberhaft;zauberhaft;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
Verzauberung;Verzauberung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
umgeben;umgeben;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
umkreisen;umkreisen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Enklave;Enklave;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
beifügen;beifuegen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
kodieren;kodieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
umfassen;umfassen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Zugabe;Zugabe;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
begegnen;begegnen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ermutigen;ermutigen;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
Ermutigung;Ermutigung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
übergreifen;uebergreifen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eingriff;Eingriff;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Verschlüsseln;Verschluesseln;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Belastung;Belastung;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Enzyklopädie;Enzyklopaedie;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Ende;Ende;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gefährden;gefaehrden;0;1;0;1;0;1;0;0;0;0;;;;;;;;;;
gefährdet;gefaehrdet;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
bemühen;bemuehen;1;0;0;1;0;0;0;0;0;0;;;;;;;;;;
beendet;beendet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
endemisch;endemisch;0;1;0;0;1;1;0;1;0;0;;;;;;;;;;
Ende;Ende;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
endlos;endlos;1;1;1;0;0;1;1;1;0;1;;;;;;;;;;
Endokarditis;Endokarditis;0;0;0;0;0;1;0;1;0;0;;;;;;;;;;
Billigung;Billigung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
schenken;schenken;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
ausgestattet;ausgestattet;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausstattung;Ausstattung;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Vorsatz;Vorsatz;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Endpunkt;Endpunkt;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausdauer;Ausdauer;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ertragen;ertragen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Einlauf;Einlauf;0;0;0;0;1;0;0;0;0;0;;;;;;;;;;
Feind;Feind;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
energisch;energisch;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Energie;Energie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erzwingen;erzwingen;1;1;1;0;0;1;0;0;0;0;;;;;;;;;;
Durchsetzung;Durchsetzung;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
engagieren;engagieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verlobt;verlobt;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
Engagement;Engagement;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einnehmend;einnehmend;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
Engagierer;Engagierer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Motor;Motor;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Techniker;Techniker;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ingenieurwesen;Ingenieurwesen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gravieren;gravieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
graviert;graviert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Graveur;Graveur;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gravur;Gravur;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
vertieft;vertieft;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
fesselnd;fesselnd;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verschlingen;verschlingen;0;0;0;1;0;0;0;0;0;0;;;;;;;;;;
erweitern;erweitern;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Rätsel;Raetsel;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
rätselhaft;raetselhaft;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
befehlen;befehlen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Viel Spaß;Viel Spaß;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
genießen;genießen;1;0;0;1;0;0;1;0;0;1;;;;;;;;;;
vergrößert;vergroeßert;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erweiterung;Erweiterung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erleuchten;erleuchten;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
Aufklärung;Aufklaerung;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
gewinnen;gewinnen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beleben;beleben;1;0;0;0;0;0;1;0;1;1;;;;;;;;;;
Feindschaft;Feindschaft;0;1;1;0;0;1;0;1;0;0;;;;;;;;;;
Ungeheuerlichkeit;Ungeheuerlichkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
enorm;enorm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
enorm;enorm;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bereichern;bereichern;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
einschreiben;einschreiben;0;0;0;1;0;0;0;0;0;1;;;;;;;;;;
Ensemble;Ensemble;1;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Fähnrich;Faehnrich;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
versklaven;versklaven;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
versklavt;versklavt;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Versklavung;Versklavung;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
erfolgen;erfolgen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
dafür sorgen;dafuer sorgen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
beinhaltet;beinhaltet;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
verstrickt;verstrickt;0;1;1;0;1;1;0;1;0;0;;;;;;;;;;
Verstrickung;Verstrickung;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Eintreten;Eintreten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Unternehmen;Unternehmen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
unternehmungslustig;unternehmungslustig;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
unterhalten;unterhalten;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
unterhalten;unterhalten;1;0;0;0;0;0;1;0;0;0;;;;;;;;;;
unterhaltsam;unterhaltsam;1;0;0;1;0;0;1;0;0;0;;;;;;;;;;
Entertainment;Entertainment;1;0;0;1;0;0;1;0;1;1;;;;;;;;;;
Begeisterung;Begeisterung;1;0;0;1;0;0;1;0;1;0;;;;;;;;;;
Enthusiast;Enthusiast;1;0;0;1;0;0;1;0;1;0;;;;;;;;;;
locken;locken;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gesamte;gesamte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gesamtheit;Gesamtheit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
berechtigen;berechtigen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Einheit;Einheit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Entomologie;Entomologie;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eingeweide;Eingeweide;0;1;0;0;1;0;0;0;0;0;;;;;;;;;;
Eingang;Eingang;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anflehen;anflehen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Hauptgericht;Hauptgericht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Unternehmer;Unternehmer;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
anvertrauen;anvertrauen;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Eintrag;Eintrag;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
aufzählen;aufzaehlen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Aufzählung;Aufzaehlung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umschlag;Umschlag;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
neidisch;neidisch;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Umgebung;Umgebung;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umgebung;Umgebung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Umgebung;Umgebung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
vorstellen;vorstellen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gesandte;Gesandte;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
flüchtig;fluechtig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ephemeriden;Ephemeriden;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epos;Epos;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epidemie;Epidemie;0;1;1;1;1;1;0;1;1;0;;;;;;;;;;
Epidermis;Epidermis;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epilepsie;Epilepsie;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Epilog;Epilog;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
bischöflich;bischoeflich;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;
Folge;Folge;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
episodisch;episodisch;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Brief;Brief;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epitaph;Epitaph;0;0;0;0;0;0;0;1;0;0;;;;;;;;;;
Beiname;Beiname;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Inbegriff;Inbegriff;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epoche;Epoche;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleich;gleich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichberechtigung;Gleichberechtigung;1;0;0;0;0;0;1;0;0;1;;;;;;;;;;
Ausgleich;Ausgleich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausgleichen;ausgleichen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleichermaßen;gleichermaßen;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleichsetzen;gleichsetzen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichung;Gleichung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Äquator;Aequator;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
äquatorial;aequatorial;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Reiter;Reiter;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Äquidistant;Aequidistant;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausgleich;Ausgleich;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichgewicht;Gleichgewicht;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausstatten;ausstatten;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Ausrüstung;Ausruestung;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gerecht;gerecht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Eigenkapital;Eigenkapital;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Gleichwertigkeit;Gleichwertigkeit;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gleichwertig;gleichwertig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
zweideutig;zweideutig;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Epoche;Epoche;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausrotten;ausrotten;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Ausrottung;Ausrottung;0;1;1;0;1;1;0;0;0;0;;;;;;;;;;
löschen;loeschen;0;1;0;0;0;1;0;0;0;0;;;;;;;;;;
Löschen;Loeschen;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ehe;ehe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
aufrecht;aufrecht;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erektion;Erektion;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ergo;ergo;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
erodieren;erodieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
Erosion;Erosion;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
erotisch;erotisch;1;1;0;1;0;0;1;0;1;1;;;;;;;;;;
irren;irren;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Auftrag;Auftrag;1;0;0;1;0;0;0;0;0;1;;;;;;;;;;
irre;irre;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
unberechenbar;unberechenbar;0;1;0;0;0;0;0;0;1;0;;;;;;;;;;
Erratum;Erratum;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
fehlerhaft;fehlerhaft;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;
Error;Error;0;1;0;0;0;0;0;1;0;0;;;;;;;;;;
erst;erst;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
gelehrt;gelehrt;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;
ausbrechen;ausbrechen;0;1;1;0;0;0;0;0;1;0;;;;;;;;;;
Eruption;Eruption;0;1;1;0;0;1;0;0;1;0;;;;;;;;;;
eskalieren;eskalieren;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
eskalieren;eskalieren;0;1;1;0;0;0;0;0;0;0;;;;;;;;;;
Rolltreppe;Rolltreppe;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
