Englisch;Positiv;Negativ;Wut;Vorwegnahme;Der Ekel;Furcht;Freude;Traurigkeit;Überraschung;Vertrauen
baumeln;0;0;0;0;0;0;0;0;0;0
danke;0;0;0;0;1;0;0;0;0;0
adrett;0;0;0;0;0;0;0;0;0;0
Wagen;0;0;0;1;0;0;0;0;0;1
gewagt;1;0;0;0;0;0;0;0;0;0
dunkel;0;0;0;0;0;0;0;1;0;0
verdunkeln;0;1;0;0;0;1;0;1;0;0
verdunkelt;0;1;0;0;0;1;0;1;0;0
dunkel;0;0;0;0;0;0;0;0;0;0
Dunkelheit;0;1;1;0;0;1;0;1;0;0
Schatz;1;0;0;0;0;0;1;0;0;1
verflixt;0;0;0;0;0;0;0;0;0;0
Pfeil;0;0;0;0;0;1;0;0;0;0
Bindestrich;0;0;0;0;0;0;0;0;0;0
Armaturenbrett;0;0;0;0;0;0;0;0;0;0
gestrichelt;0;1;1;0;0;1;0;1;0;0
schneidig;1;0;0;0;0;0;0;0;0;0
heimtückisch;0;1;1;0;1;1;0;0;0;0
Daten;0;0;0;0;0;0;0;0;0;0
Datenbank;0;0;0;0;0;0;0;0;0;0
Datum;0;0;0;0;0;0;0;0;0;0
Tochter;1;0;0;0;0;0;1;0;0;0
Dämmerung;1;0;0;1;0;0;1;0;1;1
Tag;0;0;0;0;0;0;0;0;0;0
Tagesanbruch;0;0;0;0;0;0;0;0;0;0
Tagträumen;0;0;0;0;0;0;0;0;0;0
Benommenheit;0;0;0;0;0;0;0;0;0;0
benommen;0;1;0;0;0;0;0;0;0;0
blendend;0;0;0;0;0;0;0;0;0;0
Diakon;0;0;0;0;0;0;0;0;0;1
deaktivieren;0;1;0;0;0;0;0;0;0;0
Sackgasse;0;1;0;0;0;0;0;0;0;0
tötlich;0;1;1;0;1;1;0;1;0;0
taub;0;1;0;0;0;0;0;0;0;0
ohrenbetäubend;0;0;0;0;0;0;0;0;0;0
Taubheit;0;0;0;0;0;0;0;0;0;0
handeln;1;0;0;1;0;0;1;0;1;1
Händler;0;0;0;0;0;0;0;0;0;0
Umgang;0;0;0;0;0;0;0;0;0;0
Umgang;0;0;0;0;0;0;0;0;0;1
Dean;0;0;0;0;0;0;0;0;0;0
Liebling;1;0;0;0;0;0;0;0;0;0
Mangel;0;0;0;0;0;0;0;0;0;0
Tod;0;1;1;1;1;1;0;1;1;0
Debakel;0;1;0;0;0;1;0;1;0;0
fraglich;0;0;0;0;0;0;0;0;0;0
Debatte;1;0;0;0;0;0;0;0;0;0
Ausschweifung;0;1;0;0;1;1;0;0;0;0
Schuldverschreibung;0;0;0;1;0;0;0;0;0;0
Lastschrift;0;0;0;0;0;0;0;0;0;0
Trümmer;0;1;0;0;1;0;0;0;0;0
Schuld;0;1;0;0;0;0;0;1;0;0
Schuldner;0;1;0;0;0;0;0;0;0;0
Debüt;0;0;0;0;0;0;0;0;0;0
Jahrzehnt;0;0;0;0;0;0;0;0;0;0
Karaffe;0;0;0;0;0;0;0;0;0;0
Verfall;0;1;0;0;0;1;0;1;0;0
verfallen;0;1;0;0;1;0;0;1;0;0
verstorben;0;1;0;0;0;0;0;1;0;0
Täuschung;0;1;1;0;1;1;0;1;1;0
betrügerisch;0;1;0;0;1;0;0;1;0;0
täuschen;0;1;1;0;1;0;0;1;0;0
betrogen;0;1;1;0;0;0;0;0;0;0
Empfang;0;1;0;0;0;0;0;0;0;1
Anstand;1;0;0;0;0;0;0;0;0;0
anständig;1;0;0;0;0;0;0;0;0;0
Täuschung;0;1;0;0;0;0;0;0;0;0
trügerisch;0;1;0;0;0;0;0;0;0;0
entschieden;0;0;0;0;0;0;0;0;0;0
Laub;0;0;0;0;0;0;0;0;0;0
Dezimal;0;0;0;0;0;0;0;0;0;0
entziffern;0;0;0;0;0;0;0;0;0;0
Entscheidung;0;0;0;0;0;0;0;0;0;0
entscheidend;0;0;0;0;0;0;0;0;0;0
Deck;0;0;0;0;0;0;0;0;0;0
Erklärung;0;0;0;0;0;0;0;0;0;0
deklaratorisch;1;0;0;0;0;0;0;0;0;0
erklären;0;0;0;0;0;0;0;0;0;0
Deklination;0;1;0;0;0;0;0;0;0;0
Abfall;0;1;0;0;0;0;0;0;0;0
rückläufig;0;1;0;0;0;0;0;0;0;0
zersetzen;0;0;0;0;1;0;0;0;0;0
zerlegt;0;0;0;0;0;0;0;1;0;0
Zersetzung;0;1;0;0;1;1;0;1;0;0
schmücken;0;0;0;0;0;0;0;0;0;0
Dekoration;0;0;0;0;0;0;0;0;0;0
Anstand;0;0;0;0;0;0;0;0;0;0
Köder;0;0;0;0;0;0;0;0;1;0
Verringerung;0;1;0;0;0;0;0;0;0;0
verringert;0;0;0;0;0;0;0;0;0;0
abnehmend;0;0;0;0;0;0;0;0;0;0
Dekret;0;0;0;0;0;0;0;0;0;0
dekrementieren;0;1;0;0;0;0;0;0;0;0
altersschwach;0;1;0;0;0;0;0;0;0;0
Entschlüsseln;0;1;1;0;0;0;0;0;0;0
Widmung;1;0;0;0;0;0;0;0;0;0
ableiten;0;0;0;0;0;0;0;0;0;0
abziehen;0;1;0;0;0;0;0;0;0;0
Abzug;0;0;0;0;0;0;0;0;0;0
Tat;0;0;0;0;0;0;0;0;0;1
vertiefen;0;0;0;0;0;0;0;0;0;0
Hirsch;0;0;0;0;0;0;0;0;0;0
Diffamierung;0;1;0;0;1;1;0;0;0;0
verleumderisch;0;1;1;0;0;0;0;0;0;0
Ursprünglich;0;1;0;0;1;1;0;1;0;0
Verlust;0;1;0;0;0;0;0;0;0;0
besiegt;0;1;0;0;0;0;0;1;0;0
Defekt;0;1;1;0;0;0;0;0;0;0
Abfall;0;1;0;0;0;1;0;0;0;0
defekt;0;1;0;0;1;0;0;0;0;0
verteidigen;1;0;0;0;0;1;0;0;0;0
Beklagte;0;0;1;0;0;1;0;1;0;0
verteidigt;1;0;0;0;0;0;0;0;0;1
Verteidiger;1;0;0;0;0;0;0;0;0;1
verteidigen;1;0;0;0;0;0;0;0;0;0
Verteidigung;1;0;1;1;0;1;0;0;0;0
wehrlos;0;1;0;0;0;1;0;1;0;0
vertretbar;0;0;0;0;0;0;0;0;0;0
Defensive;0;0;0;0;0;0;0;0;0;0
verschieben;0;0;0;0;0;0;0;0;0;0
Ehrerbietung;1;0;0;0;0;0;0;0;0;1
Aufschub;0;1;0;0;0;0;0;0;0;0
aufschieben;0;0;0;0;0;0;0;0;0;0
Trotz;0;1;1;0;1;1;0;0;0;0
trotzig;0;1;1;0;0;0;0;0;0;0
Mangel;0;1;0;0;0;0;0;0;0;0
Defizit;0;1;0;0;0;0;0;0;0;0
definieren;0;0;0;0;0;0;0;0;0;0
definiert;0;0;0;0;0;0;0;0;0;0
Definition;0;0;0;0;0;0;0;0;0;0
endgültig;1;0;0;0;0;0;0;0;0;1
entlüften;0;1;1;0;0;0;0;1;0;0
Deflation;0;1;0;0;0;1;0;0;0;0
ablenken;0;0;0;0;0;0;0;0;0;0
Ablenkung;0;0;0;0;0;0;0;0;0;0
Defloration;0;0;0;0;0;0;0;0;0;0
verformen;0;1;0;0;1;0;0;0;0;0
deformiert;0;1;0;0;1;0;0;1;0;0
Deformität;0;1;0;0;1;1;0;1;0;0
betrügen;0;1;1;0;1;0;0;0;0;0
bestreiten;0;0;0;0;0;0;0;0;0;0
flink;0;0;0;0;0;0;0;0;0;0
verstorben;0;1;0;0;0;0;0;1;0;0
trotzen;0;1;1;0;0;1;0;1;1;0
Entartung;0;1;1;0;1;0;0;1;0;0
degenerieren;0;1;0;0;0;0;0;0;0;0
Degeneration;0;0;0;0;0;0;0;0;0;0
Degradierung;0;1;0;0;0;0;0;0;0;0
degradieren;0;1;0;0;1;0;0;0;0;0
erniedrigend;0;1;0;0;1;1;0;1;0;0
Grad;1;0;0;0;0;0;0;0;0;0
dehydriert;0;0;0;0;0;0;0;0;0;0
Verzögerung;0;1;1;0;1;1;0;1;0;0
verspätet;0;1;0;0;0;0;0;0;0;0
köstlich;1;0;0;0;0;0;0;0;0;0
delegieren;1;0;0;0;0;0;0;0;0;1
Delegation;0;0;0;0;0;0;0;0;0;0
schädlich;0;1;1;0;1;1;0;0;0;0
Streichung;0;1;0;0;0;0;0;0;0;0
absichtlich;1;0;0;0;0;0;0;0;0;0
Überlegung;0;0;0;0;0;0;0;0;0;0
abwägend;0;0;0;0;0;0;0;0;0;0
Delikatesse;0;0;0;0;0;0;0;0;0;0
köstlich;1;0;0;0;0;0;1;0;0;0
Vergnügen;1;0;0;1;0;0;1;0;0;0
erfreut;1;0;0;1;0;0;1;0;1;0
herrlich;1;0;0;1;0;0;1;0;0;1
abgrenzen;0;0;0;0;0;0;0;0;0;0
Abgrenzung;0;0;0;0;0;0;0;0;0;0
Kriminalität;0;1;0;0;0;0;0;0;0;0
Delinquent;0;1;1;0;1;0;0;0;0;0
phantasierend;0;1;0;0;0;0;0;1;0;0
Delirium;0;1;0;0;1;0;0;1;0;0
Befreiung;1;0;0;1;0;0;1;0;0;1
Lieferung;1;0;0;1;0;0;0;0;0;0
Dell;0;0;0;0;0;0;0;0;0;0
Delta;0;0;0;0;0;0;0;0;0;0
Sintflut;0;1;0;0;0;1;0;1;1;0
Täuschung;0;1;1;0;0;1;0;1;0;0
wahnhaft;0;1;1;0;0;1;0;0;0;0
vertiefen;0;0;0;0;0;0;0;0;0;0
fordern;0;1;1;0;0;0;0;0;0;0
Anspruchsvoll;0;1;0;0;0;0;0;0;0;0
Haltung;0;0;0;0;0;0;0;0;0;0
wahnsinnig;0;1;0;0;0;1;0;0;0;0
Demenz;0;1;0;0;0;1;0;1;0;0
Ableben;0;1;0;0;0;1;0;1;0;0
Demokratie;1;0;0;0;0;0;0;0;0;0
Demokrat;0;0;0;0;0;0;0;0;0;0
zerstören;0;1;1;0;0;0;0;1;0;0
Abriss;0;1;0;0;0;0;0;0;0;0
Dämon;0;1;1;0;1;1;0;1;0;0
dämonisch;0;1;1;0;1;1;0;1;0;0
nachweisbar;1;0;0;0;0;0;0;0;0;0
zeigen;0;0;0;0;0;0;0;0;0;0
gezeigt;0;0;0;0;0;0;0;0;0;0
Show;0;0;0;0;0;0;0;0;0;0
Demonstration;0;0;0;0;0;0;0;0;0;0
demonstrativ;1;0;0;0;0;0;1;1;0;0
Demonstrator;0;0;0;0;0;0;0;0;0;0
demoralisiert;0;1;0;0;0;1;0;1;0;0
Demos;0;0;0;0;0;0;0;0;0;0
Höhle;0;0;0;0;0;0;0;0;0;0
Verweigerung;0;1;0;0;0;0;0;0;0;0
bestritten;0;1;0;0;0;0;0;1;0;0
Konfession;0;0;0;0;0;0;0;0;0;0
Nennwert;0;0;0;0;0;0;0;0;0;0
Nenner;0;0;0;0;0;0;0;0;0;0
bezeichnen;0;0;0;0;0;0;0;0;0;0
anprangern;0;1;1;0;1;0;0;0;0;0
dicht;0;0;0;0;0;0;0;0;0;0
Dichte;0;0;0;0;0;0;0;0;0;0
Delle;0;0;0;0;0;0;0;0;0;0
Zahnheilkunde;0;0;0;0;0;1;0;0;0;0
Denunziation;0;1;1;0;1;1;0;0;0;0
leugnen;0;1;1;0;0;0;0;0;0;0
leugnen;0;1;0;1;0;0;0;0;0;0
Deodorant;0;0;0;0;0;0;0;0;0;0
abfliegen;0;0;0;1;0;0;0;1;0;0
abgereist;0;1;0;0;0;0;0;1;0;0
Abteilung;0;0;0;0;0;0;0;0;0;0
Abfahrt;0;1;0;0;0;0;0;1;0;0
abhängen;0;0;0;1;0;0;0;0;0;1
abhängig;0;0;0;0;0;0;0;0;0;0
Abhängigkeit;0;1;0;0;0;1;0;1;0;0
Abhängigkeit;0;1;0;0;0;0;0;0;0;0
abhängig;1;1;0;0;0;0;0;0;0;1
abbilden;0;0;0;0;0;0;0;0;0;0
abbilden;0;0;0;0;0;0;0;0;0;0
Erschöpfung;0;0;0;0;0;0;0;0;0;0
bedauerlich;0;1;1;0;1;1;0;1;0;0
einsetzen;0;1;1;0;1;0;0;1;0;0
einsetzen;0;0;0;0;0;0;0;0;0;0
deportieren;0;1;0;0;0;1;0;1;0;0
Abschiebung;0;1;1;0;0;1;0;1;0;0
Hinterlegung;0;0;0;0;0;0;0;0;0;0
Verwahrer;0;0;0;0;0;0;0;0;0;0
Ablage;0;0;0;0;0;0;0;0;0;0
Depot;0;0;0;0;0;0;0;0;0;1
Depot;0;0;0;0;0;0;0;0;0;0
verdorben;0;1;1;1;1;1;0;1;0;0
Verderbtheit;0;1;1;0;1;0;0;0;0;0
abschreiben;0;1;1;0;1;0;0;0;0;0
abgeschrieben;0;1;1;0;1;1;0;1;0;0
Abschreibungen;0;1;0;0;0;1;0;0;0;0
niederdrücken;0;1;0;0;0;1;0;1;0;0
deprimiert;0;1;1;0;0;1;0;1;0;0
deprimierend;0;1;0;0;1;0;0;1;0;0
Depression;0;1;0;0;0;0;0;1;0;0
depressiv;0;1;0;0;0;0;0;1;0;0
Entbehrung;0;1;1;0;1;1;0;1;0;0
Tiefe;1;0;0;0;0;0;0;0;0;1
Stellvertreter;0;0;0;0;0;0;0;0;0;1
entgleisen;0;0;0;0;0;0;0;0;0;0
geistesgestört;0;1;1;0;1;1;0;0;0;0
verfallen;0;1;0;0;0;0;0;0;0;0
Spott;0;1;1;0;1;0;0;0;0;0
Ableitung;0;0;0;0;0;0;0;0;0;0
Derivat;0;0;0;0;0;0;0;0;0;0
ableiten;0;0;0;0;0;0;0;0;0;0
dermal;0;0;0;0;0;0;0;0;0;0
Hautarzt;0;0;0;0;0;0;0;0;0;1
Dermatologie;0;0;0;0;0;0;0;0;0;0
Abweichung;0;1;1;0;1;1;0;1;0;0
abwertend;0;1;1;0;1;1;0;1;0;0
absteigen;0;0;0;0;0;0;0;0;0;0
Nachfahre;0;0;0;0;0;0;0;0;0;0
Nachkomme;0;0;0;0;0;0;0;0;0;0
absteigend;0;0;0;0;0;0;0;0;0;0
Abstammung;0;0;0;0;0;1;0;1;0;0
beschreiben;0;0;0;0;0;0;0;0;0;0
Bezeichnung;0;0;0;0;0;0;0;0;0;0
beschreibend;1;0;0;0;0;0;0;0;0;0
Entweihung;0;1;1;0;1;1;0;1;0;0
Wüste;0;1;1;0;1;1;0;1;0;0
verlassen;0;1;1;0;1;1;0;1;0;0
Desertion;0;1;0;0;0;0;0;0;0;0
verdienen;1;0;1;1;0;0;0;0;0;1
verdient;1;0;0;0;0;0;0;0;0;0
verdient;0;0;0;0;0;0;0;0;0;0
Entwurf;0;0;0;0;0;0;0;0;0;0
benennen;0;0;0;0;0;0;0;0;0;0
Bezeichnung;0;0;0;0;0;0;0;0;0;1
entworfen;0;0;0;0;0;0;0;0;0;0
Designer;1;0;0;0;0;0;0;0;0;0
Entwerfen;0;0;0;0;0;0;0;0;0;0
Wünschbarkeit;0;0;0;0;0;0;0;0;0;0
wünschenswert;1;0;0;0;0;0;0;0;0;0
begehren;1;0;0;0;0;0;0;0;0;0
begierig;1;0;0;0;0;0;0;0;0;0
unterlassen;0;1;1;0;1;0;0;0;0;0
Schreibtisch;0;0;0;0;0;0;0;0;0;0
Verwüstung;0;1;0;0;0;1;0;1;0;0
verzweifeln;0;1;1;0;1;1;0;1;0;0
verzweifelt;0;1;0;0;0;1;0;1;0;0
Absendung;0;0;0;0;0;0;0;0;0;0
verzweifelt;0;1;0;0;0;0;0;0;0;0
Verzweiflung;0;0;0;0;0;0;0;0;0;0
Verabscheuungswürdig;0;1;1;0;1;0;0;0;0;0
verachten;0;1;1;0;1;0;0;0;0;0
despotisch;0;1;0;0;0;1;0;0;0;0
Despotismus;0;1;1;0;1;1;0;1;0;0
Dessert;0;0;0;0;0;0;0;0;0;0
Ziel;1;0;0;1;0;1;1;1;1;0
bestimmt;0;0;0;1;0;0;0;0;0;0
Bestimmung;0;0;0;0;0;0;0;0;0;0
mittellos;0;1;0;0;0;1;0;1;0;0
zerstört;0;1;1;0;0;1;0;1;0;0
Zerstörer;0;1;1;0;0;1;0;0;0;0
zerstören;0;1;1;0;0;1;0;1;0;0
Zerstörung;0;1;1;0;0;0;0;0;0;0
destruktiv;0;1;1;0;1;1;0;0;0;0
ablösen;0;0;0;0;0;0;0;0;0;0
losgelöst;0;0;0;0;0;0;0;0;0;0
Ablösung;0;1;0;0;0;0;0;0;0;0
Detail;0;0;0;0;0;0;0;0;0;0
Einzelheiten;0;0;0;0;0;0;0;0;0;0
verhaften;0;1;0;0;0;0;0;0;0;0
Häftling;0;1;1;1;0;1;0;1;0;0
erkennen;1;0;0;0;0;0;0;0;0;0
nachweisbarer;0;0;0;0;0;0;0;0;0;0
Erkennung;1;0;0;0;0;0;0;0;0;0
Detektiv;0;0;0;0;0;0;0;0;0;0
Detektor;0;0;0;0;0;0;0;0;0;0
Haft;0;1;0;0;0;0;0;1;0;0
abhalten;0;0;0;0;0;0;0;0;0;0
Waschmittel;0;0;0;0;0;0;0;0;0;0
verschlechtern;0;1;0;0;0;1;0;1;0;0
verschlechtert;0;1;0;0;1;0;0;1;0;0
Verschlechterung;0;1;1;0;1;1;0;1;0;0
bestimmbar;0;0;0;0;0;0;0;0;0;0
bestimmen;0;0;0;1;0;0;0;0;0;1
Festlegung;1;0;0;0;0;0;0;0;0;1
bestimmt;1;0;0;0;0;0;0;0;0;0
verabscheuen;0;1;1;0;1;0;0;0;0;0
detonieren;0;1;0;0;0;1;0;0;1;0
Detonation;0;0;1;0;0;0;0;0;0;0
Umleitung;0;0;0;0;0;0;0;0;0;0
ablenken;0;1;1;0;0;0;0;0;0;0
Nachteil;0;1;0;0;0;0;0;0;0;0
schädlich;0;1;0;0;0;0;0;0;0;0
Schutt;0;1;0;0;0;0;0;0;0;0
Zwei;0;0;0;0;0;0;0;0;0;0
verwüsten;0;1;1;0;0;1;0;1;0;0
zerstörerisch;0;1;1;0;1;1;0;1;0;1
Verwüstung;0;1;1;0;0;1;0;1;1;0
sich entwickeln;1;0;0;1;0;0;0;0;0;0
Entwicklung;0;0;0;0;0;0;0;0;0;0
Entwicklung;0;0;0;0;0;0;0;0;0;0
abweichen;0;0;0;0;0;0;0;0;0;0
abweichend;0;0;0;0;0;0;0;0;0;0
Abweichung;0;0;0;0;0;0;0;1;0;0
Gerät;0;0;0;0;0;0;0;0;0;0
Teufel;0;1;1;1;1;1;0;1;0;0
teuflisch;0;1;0;0;1;1;0;0;0;0
früher;0;1;0;0;0;0;0;0;0;0
Entwurf;0;0;0;0;0;0;0;0;0;0
leer;0;0;0;0;0;0;0;0;0;0
Evolution;0;1;0;0;0;0;0;0;0;0
übertragen;0;0;0;0;0;0;0;0;0;0
widmen;0;0;0;0;0;0;0;0;0;0
Anhänger;0;0;0;0;0;0;0;0;0;0
Andacht;1;0;0;0;0;0;0;0;0;1
verschlingen;0;1;0;0;0;0;0;0;0;0
fromm;1;0;0;1;0;0;1;0;0;1
Tau;0;0;0;0;0;0;0;0;0;0
geschickter;0;0;0;0;0;0;0;0;0;0
Geschicklichkeit;1;0;0;0;0;0;0;0;0;0
Traubenzucker;0;0;0;0;0;0;0;0;0;0
teuflisch;0;1;1;0;1;1;0;0;0;0
Diagnose;0;1;0;1;0;1;0;0;0;1
diagnostisch;0;0;0;0;0;0;0;0;0;0
Diagnose;0;0;0;0;0;0;0;0;0;0
Diagramm;0;0;0;0;0;0;0;0;0;0
wählen;0;0;0;0;0;0;0;0;0;0
Dialekt;0;0;0;0;0;0;0;0;0;0
Dialektik;0;0;0;0;0;0;0;0;0;0
Dialog;0;0;0;0;0;0;0;0;0;0
Durchmesser;0;0;0;0;0;0;0;0;0;0
Diamant;1;0;0;0;0;0;1;0;0;0
Diamanten;0;0;0;0;0;0;0;0;0;0
Windel;0;0;0;0;1;0;0;0;0;0
Membran;0;0;0;0;0;0;0;0;0;0
Durchfall;0;0;0;0;1;0;0;0;0;0
Tagebuch;1;0;0;0;0;0;1;0;0;1
Schmährede;0;1;1;0;1;0;0;0;0;0
Würfel;0;0;0;0;0;0;0;0;0;0
dichotom;0;0;0;0;0;0;0;0;0;0
Dichotomie;0;0;0;0;0;0;0;0;0;0
diktieren;0;0;0;0;0;0;0;0;0;0
Diktat;0;0;0;0;0;0;0;0;0;0
Diktator;0;1;0;0;0;1;0;0;0;0
diktatorisch;0;1;1;0;0;0;0;0;0;0
Diktatur;0;1;1;1;1;1;0;1;0;0
Diktion;0;0;0;0;0;0;0;0;0;0
Wörterbuch;1;0;0;0;0;0;0;0;0;1
Diktum;0;0;0;0;0;0;0;0;0;1
didaktisch;1;0;0;0;0;0;0;0;0;0
sterben;0;1;0;0;0;1;0;1;0;0
Diät;0;0;0;0;0;0;0;0;0;0
diätetisch;1;0;0;1;0;0;0;0;0;0
abweichen;0;0;0;0;0;0;0;0;0;0
Unterschied;0;0;0;0;0;0;0;0;0;0
Unterschiede;0;0;0;0;0;0;0;0;0;0
Differential;0;0;0;0;0;0;0;0;0;1
Unterscheidung;0;0;0;0;0;0;0;0;0;0
anders;0;0;0;0;0;0;0;0;1;0
unterschiedlich;0;0;0;0;0;0;0;0;0;0
schwierig;0;0;0;0;0;1;0;0;0;0
Schwierigkeiten;0;1;0;0;0;0;0;1;0;0
Schwierigkeit;0;1;1;0;0;1;0;1;0;0
diffus;0;0;0;0;0;0;0;0;0;0
Diffusion;0;0;0;0;0;0;0;0;0;0
graben;0;0;0;0;0;0;0;0;0;0
verdauen;0;0;0;0;0;0;0;0;0;0
Verdauung;0;0;0;0;0;0;0;0;0;0
Ziffer;0;0;0;0;0;0;0;0;0;1
würdevoll;1;0;0;0;0;0;0;0;0;0
Würde;1;0;0;0;0;0;0;0;0;1
abschweifen;0;1;0;1;0;0;0;0;0;0
gräbt;0;0;0;0;0;0;0;0;0;0
Deich;0;0;0;0;0;1;0;0;0;0
baufällig;0;1;0;0;1;0;0;1;0;0
Erweiterung;0;0;0;0;0;0;0;0;0;0
Erweiterung;0;0;0;0;0;0;0;0;0;0
Dilemma;0;0;0;0;0;0;0;0;0;0
Sorgfalt;1;0;0;0;0;0;0;0;0;1
fleißig;0;0;0;0;0;0;0;0;0;0
Verdünnungsmittel;0;0;0;0;0;0;0;0;0;0
verdünnen;0;1;0;0;0;0;0;0;0;0
verdünnt;0;0;0;0;0;0;0;0;0;0
Verdünnung;0;0;0;0;0;0;0;0;0;0
Dime;0;0;0;0;0;0;0;0;0;0
Abmessungen;0;0;0;0;0;0;0;0;0;0
verringern verringern;0;1;0;0;0;0;0;1;0;0
vermindert;0;1;0;0;0;0;0;0;0;0
Verminderung;0;0;0;0;0;0;0;0;0;0
Diminitiv;0;0;0;0;0;0;0;0;0;0
Lärm;0;1;0;0;0;0;0;0;0;0
speisen;0;0;0;0;0;0;0;0;0;0
Abendessen;0;0;0;0;0;0;0;0;0;0
Abendessen;1;0;0;0;0;0;0;0;0;0
Dinosaurier;0;0;0;0;0;1;0;0;0;0
dint;0;0;0;0;0;0;0;0;0;0
diözesan;0;0;0;0;0;0;0;0;0;0
Diözese;0;0;0;0;0;0;0;0;0;0
Diorama;0;0;0;0;0;0;0;0;0;0
tauchen;0;0;0;0;0;0;0;0;0;0
Diplom;0;0;0;0;0;0;0;0;0;0
Diplomatie;1;0;0;1;0;0;0;0;0;1
Diplomat;0;0;0;0;0;0;0;0;0;0
diplomatisch;1;0;0;0;0;0;0;0;0;1
schlimm;0;1;0;0;1;1;0;1;1;0
gerichtet;0;0;0;0;0;0;0;0;0;0
Richtung;0;0;0;0;0;0;0;0;0;0
direkt;0;0;0;0;0;0;0;0;0;0
Direktor;1;0;0;0;0;0;0;0;0;1
Verzeichnis;0;0;0;0;0;0;0;0;0;0
Schmutz;0;1;0;0;1;0;0;0;0;0
schmutzig;0;1;0;0;1;0;0;0;0;0
Behinderung;0;1;0;0;0;0;0;1;0;0
deaktivieren;0;1;0;0;0;1;0;1;0;0
deaktiviert;0;1;0;0;0;1;0;1;0;0
Nachteil;0;0;0;0;0;0;0;0;0;0
desillusioniert;0;1;0;0;0;0;0;0;0;0
nicht zustimmen;0;1;1;0;0;0;0;0;0;0
unangenehm;0;0;0;0;0;0;0;0;0;0
nicht einverstanden;0;1;1;0;0;0;0;1;0;0
Uneinigkeit;0;1;1;0;0;0;0;1;0;0
verbieten;0;0;0;0;0;0;0;0;0;0
verboten;0;1;1;0;1;1;0;1;0;0
verschwinden;0;0;0;0;0;1;0;0;0;0
Verschwinden;0;0;0;0;0;0;0;0;0;0
verschwinden;0;0;0;0;0;0;0;0;0;0
Enttäuschung;0;1;1;0;1;0;0;1;0;0
enttäuscht;0;1;1;0;1;0;0;1;0;0
enttäuschend;0;1;0;0;0;0;0;1;0;0
Enttäuschung;0;1;0;0;1;0;0;1;0;0
Missbilligung;0;1;0;0;0;0;0;1;0;0
missbilligen;0;1;1;0;1;1;0;1;0;0
abgelehnt;0;1;1;0;0;0;0;1;0;0
ablehnend;0;1;1;0;1;0;0;1;0;0
entwaffnen;0;0;0;0;0;0;0;0;0;0
Unordnung;0;0;0;0;0;0;0;0;0;0
Katastrophe;0;1;1;0;1;1;0;1;1;0
katastrophal;0;1;1;0;0;1;0;1;0;0
auflösen;0;0;0;0;0;0;0;0;0;0
Unglaube;0;0;0;0;0;0;0;0;0;0
nicht glauben;0;1;0;0;0;0;0;0;0;0
auszahlen;0;0;0;0;0;0;0;0;0;0
Auszahlung;0;0;0;0;0;0;0;0;0;0
Rabatt;0;0;0;0;0;0;0;0;0;0
verworfen;0;0;0;0;0;0;0;0;0;0
verwirft;0;1;0;0;0;0;0;0;0;0
erkennen;0;0;0;0;0;0;0;0;0;0
erkennbar;0;0;0;0;0;0;0;0;0;0
anspruchsvoll;0;0;0;0;0;0;0;0;0;0
Urteilsvermögen;0;0;0;0;0;0;0;0;0;0
Entladung Entladung;0;1;0;0;0;0;0;0;0;0
Schüler;0;0;0;0;0;0;0;0;0;1
Disziplin;0;1;0;0;0;1;0;0;0;0
ablehnen;0;1;1;0;1;0;0;0;0;1
Haftungsausschluss;0;0;0;0;0;0;0;0;0;0
offenbaren;0;0;0;0;0;0;0;0;0;0
offengelegt;0;0;0;0;0;0;0;0;0;1
Offenlegung;0;0;0;0;0;0;0;0;0;0
Verfärbung;0;1;0;0;1;0;0;0;0;0
verfärbt;0;1;0;0;1;0;0;1;0;0
leichte Schmerzen;0;1;0;0;0;0;0;1;0;0
trennen;0;1;0;0;0;0;0;1;0;0
getrennt;0;1;0;0;0;0;0;1;0;0
Trennung;0;1;0;0;0;0;0;0;0;0
Unzufriedenheit;0;1;1;0;1;1;0;1;0;0
Abbruch;0;0;0;0;0;0;0;0;0;0
abbrechen;0;1;0;0;0;0;0;0;0;0
Diskontinuität;0;1;0;0;1;1;0;1;0;0
diskontinuierlich;0;0;0;0;0;0;0;0;0;0
Zwietracht;0;1;1;0;1;0;0;0;0;0
Rabatt;0;0;0;0;0;0;0;0;0;0
ermäßigt;0;0;0;0;0;0;0;0;0;0
entmutigen;0;1;0;0;0;1;0;1;0;0
entmutigt;0;0;0;0;0;0;0;0;0;0
Entmutigung;0;1;0;0;0;0;0;0;0;0
Diskurs;0;0;0;0;0;0;0;0;0;0
entdecken;0;0;0;0;0;0;0;0;0;0
Entdeckung Entdeckung;1;0;0;0;0;0;0;0;0;0
diskreditieren;0;1;0;0;0;0;0;0;0;0
diskret;1;0;0;1;0;0;0;0;0;0
Diskrepanz;0;0;0;0;0;0;0;0;0;0
diskret diskret;0;0;0;0;0;0;0;0;0;0
Diskretion;1;0;0;1;0;0;0;0;0;1
Ermessen;1;0;0;0;0;0;0;0;0;0
diskriminieren;0;1;1;0;0;0;0;1;0;0
diskriminierend;0;1;0;0;1;0;0;0;0;0
Diskriminierung;0;1;1;0;1;1;0;1;0;0
Diskus;0;0;0;0;0;0;0;0;0;0
diskutieren;0;0;0;0;0;0;0;0;0;0
